Tanggal,Uang Beredar Luas(M2),Uang Beredar Sempit (M1),Uang Kartal di Luar Bank Umum dan BPR,Simpanan Giro Rupiah,Uang Kuasi,Simpanan Berjangka,Rupiah,Valuta Asing,Tabungan,Rupiah,Valuta Asing,Simpanan Giro Valuta asing,Surat Berharga Selain Saham,Faktor-faktor Yang Mempengaruhi Uang beredar,Aktiva Luar negeri Bersih,Tagihan Kepada Bukan Penduduk,Kewajiban Kepada Bukan Penduduk,Aktiva Dalam Negeri Bersih,Tagihan Bersih kepada Pemerintah Pusat,Tagihan Kepada Pemerintah Pusat,Kewajiban Kepada Pemerintah Pusat,Tagihan Kepada sektor lainnya,Tagihan Kepada Lembaga keuangan Lainnya,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Pemerintah Daerah,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Perusahaan Bukan keuangan BUMN,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Sektor Swasta,Pinjaman yang Diberikan 2),Tagihan Lainnya,Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,Simpanan,Surat Berharga,Kewajiban Lainnya kepada Lembaga Keuangan,Saham dan Modal lainnya,Lainnya Bersih 3)
01/01/2012,2.857.127,696.281,286.200,410.082,2.147.437,1.136.127,994.956,141.171,850.050,791.737,58.314,161.260,13.409,2.857.127,934.112,1.156.298,222.186,1.923.015,322.216,510.617,188.401,2.375.914,167.930,128.927,39.003,979,974,5,104.833,92.944,11.889,2.102.172,1.993.074,109.098,-184.261,-181.332,-2.929,-26.058,-552.060,-12.736
01/02/2012,2.852.005,683.208,280.058,403.150,2.153.062,1.145.613,999.990,145.623,850.388,793.181,57.207,157.061,15.735,2.852.005,942.113,1.166.546,224.433,1.909.892,296.137,524.611,228.474,2.404.608,173.804,135.255,38.549,1.440,1.435,5,94.820,82.445,12.375,2.134.544,2.017.158,117.387,-184.218,-181.321,-2.897,-24.223,-573.645,-8.767
01/03/2012,2.914.194,714.215,287.003,427.212,2.185.208,1.172.080,1.023.430,148.649,854.144,795.268,58.876,158.984,14.771,2.914.194,926.120,1.151.445,225.325,1.988.074,297.108,521.840,224.732,2.465.721,170.728,131.954,38.774,1.439,1.434,5,108.409,93.547,14.861,2.185.146,2.073.198,111.948,-186.299,-183.231,-3.068,-26.017,-565.851,3.412
01/04/2012,2.929.610,720.876,290.812,430.064,2.193.285,1.170.735,1.022.250,148.486,867.274,808.319,58.955,155.275,15.450,2.929.610,963.364,1.188.695,225.331,1.966.246,243.123,532.103,288.980,2.521.274,174.827,135.112,39.715,1.403,1.397,5,118.085,102.457,15.629,2.226.960,2.113.133,113.826,-188.392,-185.556,-2.836,-24.991,-574.451,-10.317
01/05/2012,2.994.474,749.403,294.722,454.682,2.229.990,1.187.859,1.028.673,159.186,874.615,816.477,58.138,167.516,15.081,2.994.474,971.114,1.202.588,231.473,2.023.360,240.053,534.394,294.340,2.588.242,177.733,136.289,41.444,1.367,1.362,5,123.511,108.184,15.327,2.285.631,2.174.662,110.969,-192.876,-190.189,-2.687,-27.061,-580.555,-4.444
01/06/2012,3.052.786,779.367,314.621,464.746,2.256.809,1.182.373,1.017.611,164.762,900.494,838.993,61.501,173.942,16.610,3.052.786,925.568,1.155.730,230.162,2.127.218,284.331,541.389,257.058,2.650.053,173.718,131.523,42.196,1.419,1.419,0,116.929,101.552,15.377,2.357.987,2.249.044,108.943,-201.571,-198.573,-2.998,-29.755,-597.796,21.956
01/07/2012,3.057.336,771.739,315.322,456.417,2.272.665,1.189.657,1.018.935,170.722,909.966,845.545,64.421,173.041,12.932,3.057.336,936.305,1.171.991,235.685,2.121.031,279.040,541.185,262.145,2.664.719,170.630,124.884,45.746,1.604,1.595,10,117.307,101.368,15.939,2.375.178,2.274.492,100.687,-206.443,-203.482,-2.960,-31.676,-623.880,39.270
01/08/2012,3.091.568,772.378,327.008,445.370,2.307.083,1.203.434,1.031.917,171.517,931.031,868.689,62.342,172.617,12.108,3.091.568,955.709,1.193.230,237.521,2.135.860,271.398,542.430,271.031,2.693.174,168.210,127.577,40.633,1.805,1.796,10,120.680,106.099,14.581,2.402.479,2.307.419,95.060,-205.578,-202.483,-3.095,-32.899,-635.421,45.186
01/09/2012,3.128.179,795.460,325.508,469.952,2.321.262,1.212.922,1.032.542,180.380,938.223,877.197,61.026,170.117,11.457,3.128.179,975.633,1.215.800,240.167,2.152.546,298.897,541.455,242.558,2.754.538,168.697,128.124,40.573,1.980,1.970,10,116.429,101.727,14.702,2.467.432,2.356.137,111.295,-227.964,-225.167,-2.797,-32.739,-662.722,22.536
01/10/2012,3.164.443,774.923,326.058,448.864,2.378.880,1.249.974,1.062.115,187.859,950.476,887.696,62.779,178.430,10.640,3.164.443,990.455,1.269.262,278.807,2.173.988,285.784,543.060,257.276,2.787.802,170.279,130.021,40.258,2.185,2.175,10,113.968,100.130,13.838,2.501.370,2.386.476,114.894,-217.704,-212.844,-4.860,-33.793,-671.221,23.120
01/11/2012,3.207.908,801.345,327.011,474.334,2.396.157,1.250.851,1.060.673,190.178,965.140,903.317,61.823,180.166,10.406,3.207.908,989.138,1.274.245,285.107,2.218.770,313.325,537.380,224.056,2.830.066,168.895,128.297,40.598,2.367,2.358,10,157.969,143.308,14.661,2.500.834,2.390.820,110.014,-227.331,-221.822,-5.509,-33.776,-687.432,23.918
01/12/2012,3.307.508,841.652,361.897,479.755,2.455.435,1.245.869,1.068.361,177.508,1.027.226,963.799,63.426,182.341,10.420,3.307.508,965.442,1.270.701,305.259,2.342.066,389.827,530.898,141.072,2.917.452,174.952,132.531,42.422,2.790,2.780,10,158.383,143.506,14.877,2.581.327,2.462.988,118.339,-242.014,-235.073,-6.940,-34.333,-706.644,17.778
01/01/2013,3.268.789,787.860,326.829,461.031,2.470.101,1.254.777,1.081.162,173.616,1.017.242,949.035,68.207,198.081,10.829,3.268.789,960.233,1.264.490,304.257,2.308.556,378.366,531.819,153.453,2.894.235,171.978,131.470,40.508,2.360,2.350,10,166.767,151.264,15.503,2.553.130,2.436.729,116.401,-234.448,-228.002,-6.446,-33.883,-718.930,23.215
01/02/2013,3.280.420,786.549,321.483,465.065,2.483.011,1.269.784,1.100.028,169.755,1.008.885,939.958,68.926,204.343,10.861,3.280.420,937.714,1.244.468,306.754,2.342.707,361.337,534.141,172.804,2.924.875,183.450,139.971,43.479,2.781,2.771,10,163.916,148.192,15.724,2.574.729,2.461.785,112.945,-228.686,-222.184,-6.502,-34.762,-717.569,37.512
01/03/2013,3.322.529,810.055,331.169,478.886,2.500.342,1.307.970,1.125.587,182.383,1.001.530,931.522,70.008,190.841,12.132,3.322.529,947.362,1.262.012,314.650,2.375.167,366.902,538.981,172.079,2.973.874,184.127,141.864,42.263,2.931,2.921,10,167.033,151.807,15.226,2.619.784,2.508.299,111.485,-227.791,-221.521,-6.270,-37.206,-722.548,21.937
01/04/2013,3.360.928,832.213,324.333,507.880,2.515.813,1.311.611,1.133.237,178.375,1.013.533,943.164,70.369,190.669,12.902,3.360.928,940.165,1.268.623,328.458,2.420.763,341.302,539.986,198.684,3.028.028,185.849,143.814,42.034,3.162,3.131,31,180.698,168.083,12.615,2.658.320,2.545.486,112.834,-226.503,-221.182,-5.321,-37.354,-722.109,37.399
01/05/2013,3.426.305,822.876,334.033,488.843,2.588.094,1.352.649,1.156.744,195.905,1.018.746,947.661,71.085,216.699,15.335,3.426.305,935.590,1.260.176,324.586,2.490.715,322.822,542.660,219.837,3.109.337,194.762,151.536,43.226,3.321,3.291,31,180.050,164.915,15.136,2.731.204,2.605.301,125.903,-226.830,-221.733,-5.097,-37.066,-707.722,30.173
01/06/2013,3.413.379,858.499,347.146,511.353,2.543.285,1.314.787,1.116.098,198.689,1.023.014,951.112,71.902,205.484,11.594,3.413.379,833.821,1.163.052,329.231,2.579.558,330.871,543.838,212.967,3.180.790,197.895,155.649,42.246,3.543,3.512,31,181.353,166.016,15.338,2.797.999,2.673.817,124.182,-237.858,-227.293,-10.565,-37.580,-693.487,36.822
01/07/2013,3.506.574,879.986,383.932,496.054,2.608.175,1.345.494,1.135.139,210.355,1.051.632,978.912,72.720,211.049,18.413,3.506.574,849.697,1.203.064,353.366,2.656.876,377.080,560.029,182.949,3.235.593,200.918,158.608,42.310,3.711,3.683,28,180.893,165.465,15.428,2.850.071,2.734.273,115.798,-235.726,-232.838,-2.888,-39.691,-722.273,41.894
01/08/2013,3.502.420,855.783,359.417,496.365,2.625.946,1.353.141,1.131.948,221.193,1.053.226,978.509,74.717,219.578,20.691,3.502.420,879.470,1.250.549,371.079,2.622.950,340.332,564.043,223.711,3.285.901,203.690,161.112,42.577,3.856,3.828,28,184.270,168.264,16.006,2.894.085,2.773.514,120.571,-234.315,-231.601,-2.714,-41.402,-766.307,38.741
01/09/2013,3.584.081,867.715,360.079,507.636,2.691.972,1.381.793,1.148.985,232.808,1.069.407,988.932,80.475,240.772,24.394,3.584.081,972.111,1.362.325,390.214,2.611.969,342.433,570.754,228.321,3.382.500,207.982,162.846,45.136,4.075,4.048,27,196.176,180.003,16.173,2.974.266,2.845.893,128.374,-256.345,-253.625,-2.720,-43.728,-848.208,35.317
01/10/2013,3.576.869,856.171,363.797,492.374,2.697.734,1.387.322,1.168.285,219.037,1.069.539,988.402,81.137,240.872,22.965,3.576.869,955.881,1.331.948,376.067,2.620.988,337.225,572.707,235.482,3.387.423,208.980,162.631,46.349,4.271,4.244,27,191.054,175.432,15.622,2.983.117,2.854.927,128.191,-247.739,-245.703,-2.036,-42.630,-849.574,36.283
01/11/2013,3.616.049,870.412,375.780,494.632,2.720.945,1.379.904,1.171.478,208.427,1.082.743,999.948,82.795,258.298,24.692,3.616.049,987.759,1.396.959,409.200,2.628.290,353.755,581.698,227.943,3.454.934,213.253,167.118,46.135,4.428,4.402,27,196.401,180.475,15.926,3.040.852,2.898.110,142.742,-260.394,-258.161,-2.233,-45.314,-894.229,19.538
01/12/2013,3.730.409,887.084,399.609,487.475,2.820.521,1.425.153,1.188.227,236.925,1.152.952,1.068.622,84.330,242.416,22.805,3.730.409,1.011.361,1.442.896,431.536,2.719.049,406.611,577.373,170.762,3.526.612,217.469,171.245,46.225,4.727,4.700,27,206.111,187.069,19.042,3.098.305,2.965.607,132.698,-279.580,-277.264,-2.316,-47.947,-920.793,34.146
01/01/2014,3.652.349,842.678,380.070,462.608,2.787.449,1.431.975,1.209.579,222.396,1.119.130,1.034.828,84.302,236.344,22.223,3.652.349,1.035.757,1.465.394,429.637,2.616.592,345.702,588.357,242.655,3.492.007,214.351,166.798,47.553,4.841,4.815,27,207.291,188.311,18.980,3.065.524,2.933.734,131.789,-271.522,-269.249,-2.273,-48.301,-935.973,34.679
01/02/2014,3.635.060,834.532,367.652,466.881,2.787.035,1.438.820,1.224.927,213.893,1.111.408,1.027.712,83.697,236.807,13.493,3.635.060,1.009.224,1.398.855,389.631,2.625.837,318.677,586.335,267.658,3.506.161,213.743,164.645,49.098,5.055,5.029,27,211.538,195.767,15.770,3.075.825,2.938.375,137.449,-274.661,-272.400,-2.261,-45.288,-908.651,29.598
01/03/2014,3.652.531,853.502,377.438,476.065,2.785.176,1.468.474,1.254.599,213.875,1.097.064,1.012.934,84.130,219.639,13.852,3.652.531,983.372,1.391.071,407.698,2.669.158,308.623,592.264,283.641,3.549.149,218.040,166.261,51.779,5.235,5.209,27,212.584,196.443,16.141,3.113.289,2.976.010,137.279,-273.264,-271.011,-2.253,-44.585,-902.086,31.322
01/04/2014,3.721.882,880.470,372.342,508.129,2.828.686,1.499.828,1.286.559,213.269,1.105.515,1.020.844,84.671,223.343,12.726,3.721.882,1.010.167,1.422.580,412.413,2.711.716,314.114,597.310,283.197,3.610.329,225.089,172.171,52.918,5.390,5.364,27,210.377,193.520,16.856,3.169.473,3.025.371,144.102,-272.968,-270.710,-2.258,-44.963,-914.405,19.609
01/05/2014,3.780.955,906.727,380.474,526.253,2.860.135,1.522.823,1.293.750,229.073,1.095.806,1.009.658,86.148,241.505,14.094,3.780.955,1.056.871,1.492.260,435.390,2.724.084,290.773,585.779,295.006,3.651.257,232.042,178.770,53.272,5.553,5.532,21,224.944,207.201,17.744,3.188.717,3.048.131,140.586,-271.995,-269.780,-2.216,-46.532,-921.849,22.431
01/06/2014,3.857.962,945.718,381.638,564.080,2.903.415,1.569.825,1.331.090,238.735,1.106.140,1.021.765,84.375,227.451,8.829,3.857.962,1.072.451,1.525.892,453.441,2.785.511,325.312,601.524,276.213,3.717.744,236.409,181.672,54.737,5.730,5.709,21,215.948,196.715,19.233,3.259.657,3.122.039,137.618,-269.860,-267.640,-2.220,-44.363,-967.243,23.921
01/07/2014,3.887.407,918.566,452.788,465.778,2.959.732,1.597.991,1.364.886,233.105,1.144.093,1.056.188,87.904,217.648,9.110,3.887.407,1.051.085,1.505.340,454.256,2.836.323,293.691,594.724,301.032,3.747.911,240.712,182.755,57.957,5.849,5.828,21,226.807,208.146,18.661,3.274.542,3.133.368,141.174,-252.412,-250.190,-2.222,-54.191,-944.312,45.636
01/08/2014,3.886.520,895.827,399.270,496.557,2.982.674,1.629.380,1.396.816,232.564,1.132.274,1.044.437,87.838,221.020,8.019,3.886.520,1.063.301,1.524.608,461.307,2.823.219,306.328,595.991,289.663,3.757.074,238.566,180.633,57.934,5.838,5.817,21,219.927,201.622,18.305,3.292.743,3.144.572,148.171,-269.888,-267.666,-2.223,-46.277,-959.649,35.632
01/09/2014,4.010.147,949.168,395.230,553.939,3.044.842,1.665.844,1.418.043,247.800,1.143.054,1.055.488,87.566,235.945,16.136,4.010.147,1.114.215,1.586.508,472.293,2.895.931,345.765,619.313,273.548,3.823.505,239.971,183.323,56.648,6.042,6.021,21,227.825,206.055,21.770,3.349.667,3.200.665,149.002,-279.269,-277.050,-2.219,-48.161,-988.486,42.576
01/10/2014,4.024.489,940.349,396.113,544.236,3.066.421,1.680.642,1.444.455,236.188,1.138.907,1.053.944,84.963,246.873,17.719,4.024.489,1.096.264,1.566.366,470.102,2.928.225,380.011,606.097,226.085,3.844.952,240.961,181.443,59.518,6.212,6.191,21,210.234,189.986,20.248,3.387.545,3.215.930,171.616,-282.935,-280.588,-2.347,-48.287,-991.549,26.032
01/11/2014,4.076.670,955.535,405.694,549.841,3.099.350,1.694.565,1.456.531,238.034,1.158.896,1.070.258,88.639,245.889,21.785,4.076.670,1.102.325,1.567.934,465.609,2.974.345,394.515,609.096,214.580,3.913.512,249.966,185.194,64.773,6.369,6.348,21,214.330,194.531,19.800,3.442.846,3.246.041,196.805,-284.491,-282.179,-2.312,-52.815,-1.006.376,9.999
01/12/2014,4.173.327,942.221,419.262,522.960,3.209.475,1.729.883,1.475.405,254.478,1.234.588,1.144.254,90.334,245.005,21.630,4.173.327,1.105.783,1.596.103,490.321,3.067.544,416.608,615.763,199.155,3.961.583,252.742,189.010,63.732,6.635,6.614,21,213.528,194.380,19.148,3.488.677,3.318.866,169.811,-283.176,-281.031,-2.145,-49.889,-1.027.315,49.733
01/01/2015,4.174.826,918.079,391.256,526.824,3.233.881,1.788.607,1.523.779,264.828,1.184.829,1.093.281,91.548,260.445,22.866,4.174.826,1.194.242,1.684.168,489.926,2.980.584,363.458,620.220,256.762,3.936.152,248.260,183.757,64.504,6.623,6.602,21,226.573,205.738,20.835,3.454.695,3.272.602,182.093,-255.726,-253.578,-2.148,-46.938,-1.060.135,43.774
01/02/2015,4.218.123,927.848,387.889,539.958,3.278.945,1.846.809,1.570.171,276.638,1.181.971,1.090.330,91.641,250.165,11.331,4.218.123,1.207.650,1.702.996,495.347,3.010.473,382.650,646.659,264.009,3.958.638,257.484,187.889,69.594,6.456,6.435,21,222.760,196.956,25.804,3.471.938,3.309.119,162.819,-249.739,-247.563,-2.177,-50.512,-1.074.954,44.390
01/03/2015,4.246.361,957.580,382.005,575.576,3.275.499,1.849.279,1.572.159,277.120,1.170.999,1.077.671,93.328,255.221,13.282,4.246.361,1.189.181,1.698.786,509.605,3.057.180,426.449,664.938,238.489,3.981.351,256.754,183.010,73.744,6.271,6.250,21,209.221,181.023,28.198,3.509.105,3.345.375,163.730,-255.960,-253.917,-2.043,-50.259,-1.076.710,32.309
01/04/2015,4.275.711,959.376,395.687,563.690,3.302.204,1.862.403,1.589.189,273.215,1.176.802,1.082.143,94.659,262.998,14.131,4.275.711,1.160.777,1.670.947,510.170,3.114.934,417.441,672.755,255.314,4.026.379,260.610,183.299,77.311,5.742,5.721,21,219.394,190.607,28.787,3.540.632,3.368.584,172.048,-260.319,-258.229,-2.089,-50.084,-1.058.064,39.581
01/05/2015,4.288.369,980.915,406.499,574.416,3.293.147,1.858.171,1.578.151,280.020,1.169.045,1.077.048,91.997,265.931,14.307,4.288.369,1.189.000,1.711.727,522.728,3.099.370,365.074,668.612,303.539,4.079.709,259.101,183.335,75.767,5.837,5.816,21,229.741,201.745,27.996,3.585.030,3.404.079,180.951,-269.861,-267.824,-2.037,-50.833,-1.071.827,47.107
01/06/2015,4.358.802,1.039.518,409.713,629.805,3.305.641,1.829.226,1.558.880,270.345,1.190.429,1.094.224,96.205,285.986,13.643,4.358.802,1.190.279,1.705.774,515.494,3.168.522,408.232,677.558,269.326,4.157.396,261.003,186.696,74.307,5.889,5.868,21,239.222,210.765,28.457,3.651.282,3.462.993,188.289,-287.795,-286.012,-1.784,-52.199,-1.082.895,25.783
01/07/2015,4.373.208,1.031.906,431.460,600.446,3.325.908,1.827.817,1.567.873,259.944,1.219.508,1.123.052,96.456,278.583,15.394,4.373.208,1.177.586,1.705.046,527.460,3.195.623,407.278,689.438,282.161,4.155.066,263.067,189.689,73.378,5.884,5.863,21,241.378,213.993,27.386,3.644.737,3.460.651,184.086,-263.330,-261.505,-1.825,-56.761,-1.095.063,48.433
01/08/2015,4.404.085,1.026.323,423.101,603.222,3.362.148,1.847.921,1.583.437,264.484,1.222.098,1.116.885,105.213,292.128,15.615,4.404.085,1.178.638,1.722.938,544.300,3.225.447,420.750,715.337,294.586,4.213.016,263.172,188.478,74.694,5.882,5.861,21,233.628,206.298,27.330,3.710.334,3.514.952,195.382,-252.817,-251.018,-1.799,-57.760,-1.138.087,40.344
01/09/2015,4.508.603,1.063.039,428.860,634.178,3.426.343,1.864.257,1.593.854,270.403,1.259.087,1.137.733,121.354,302.999,19.221,4.508.603,1.232.071,1.769.827,537.756,3.276.533,482.396,715.889,233.492,4.270.057,267.916,191.436,76.479,5.999,5.978,21,236.296,214.353,21.943,3.759.846,3.576.727,183.119,-260.230,-258.409,-1.820,-63.203,-1.187.461,34.972
01/10/2015,4.443.078,1.036.311,435.065,601.246,3.391.260,1.856.508,1.600.315,256.193,1.251.686,1.136.577,115.109,283.065,15.508,4.443.078,1.124.765,1.626.771,502.006,3.318.314,495.480,720.545,225.066,4.239.637,256.707,180.003,76.704,6.071,6.050,21,236.518,208.470,28.047,3.740.342,3.560.426,179.917,-249.744,-247.949,-1.795,-52.094,-1.136.936,21.970
01/11/2015,4.452.325,1.051.191,437.756,613.435,3.386.209,1.835.416,1.583.419,251.997,1.276.097,1.159.100,116.996,274.697,14.925,4.452.325,1.128.848,1.634.057,505.208,3.323.476,520.858,729.042,208.184,4.244.290,246.372,176.388,69.984,6.197,6.176,21,237.576,208.340,29.235,3.754.145,3.587.618,166.528,-251.563,-249.845,-1.719,-52.582,-1.157.211,19.684
01/12/2015,4.548.800,1.055.440,469.534,585.906,3.479.961,1.845.617,1.587.872,257.745,1.361.667,1.245.879,115.787,272.678,13.399,4.548.800,1.176.638,1.741.211,564.572,3.372.162,491.127,755.753,264.626,4.318.126,271.704,201.493,70.210,6.516,6.495,21,217.778,187.495,30.283,3.822.128,3.681.301,140.827,-263.687,-261.934,-1.753,-57.716,-1.173.001,57.313
01/01/2016,4.498.361,1.046.257,439.872,606.385,3.436.492,1.863.458,1.607.377,256.081,1.308.947,1.195.407,113.540,264.086,15.613,4.498.361,1.143.188,1.688.392,545.204,3.355.173,532.951,751.386,218.435,4.276.987,274.397,200.612,73.785,6.701,6.680,21,220.418,187.928,32.490,3.775.472,3.615.019,160.453,-245.610,-244.058,-1.553,-55.104,-1.202.936,48.884
01/02/2016,4.521.951,1.035.551,422.149,613.401,3.473.033,1.899.075,1.656.983,242.092,1.302.979,1.189.790,113.188,270.979,13.368,4.521.951,1.146.190,1.698.065,551.875,3.375.761,563.544,766.685,203.140,4.271.323,280.018,203.289,76.730,6.781,6.760,21,205.915,176.754,29.162,3.778.609,3.611.720,166.889,-243.306,-242.136,-1.170,-57.488,-1.186.861,28.548
01/03/2016,4.561.873,1.064.738,420.214,644.524,3.483.694,1.919.876,1.683.264,236.613,1.302.625,1.189.556,113.069,261.192,13.441,4.561.873,1.186.803,1.726.447,539.643,3.375.069,517.322,764.855,247.533,4.309.736,255.203,177.902,77.301,6.779,6.758,21,248.524,217.917,30.608,3.799.229,3.626.635,172.594,-229.204,-228.029,-1.175,-49.896,-1.216.670,43.782
01/04/2016,4.581.878,1.089.212,435.296,653.916,3.479.713,1.915.725,1.687.799,227.926,1.309.960,1.198.850,111.110,254.028,12.952,4.581.878,1.180.527,1.721.749,541.222,3.401.351,513.239,768.047,254.808,4.310.149,252.381,173.649,78.731,6.823,6.802,21,244.028,214.086,29.942,3.806.917,3.640.057,166.860,-240.946,-239.768,-1.178,-49.053,-1.215.644,83.606
01/05/2016,4.614.062,1.118.768,440.660,678.108,3.483.442,1.920.646,1.698.979,221.668,1.318.429,1.206.068,112.362,244.366,11.852,4.614.062,1.163.191,1.710.827,547.636,3.450.871,542.179,785.761,243.582,4.365.857,259.447,182.965,76.482,6.927,6.906,21,253.173,221.544,31.629,3.846.310,3.690.061,156.249,-239.472,-238.271,-1.201,-54.488,-1.244.902,81.698
